ZINC ID,compound_ID,DOCK score,Global rank,Tc to knowns,Ki (uM),SMILES,Picking method
ZINCox000004zWsX,Z6615022942,-83.95,16270,0.304348,NH,COC(=O)C1CC(NS(=O)(=O)C=2C=C(Cl)C=C(Cl)C2O)C31CCC3,auto
ZINCoy00000077SN,Z6615020449,-83.95,16274,0.33871,80.97,CSCC(NS(=O)(=O)C=1C=NC=CC1C(=O)O)C=2C=CC=CC2Cl,manual
ZINCpF000005PJc1,Z6615022947,-83.95,16276,0.349206,NH,CC(C)(C(=O)O)C=1C=CC(NC(=O)C2CCCN3C(Br)=CN=C23)=CC1,auto
ZINCpx000000GUgc,Z2897604707,-83.94,16320,0.28,107.29,CC1CC1(C(=O)O)C(=O)NCC=2C=CC(OC=3C=CC=NC3)=C(F)C2,auto
ZINCsw00000672h1,Z3654400185,-83.94,16327,0.287671,NH,CC=1N=C2C(C)=CC(=CN2N1)C(=O)N(C(CC=3C=CC=CC3)C(=O)O)C4CC4,auto
ZINCpd00000wLWgP,Z6615185320,-83.94,16343,0.266667,NH,CCC1=NN(C)C=C1C(=O)NCC(C)CNC(=O)C2=C(C)ON=C2O,auto
ZINCnC000001ePlb,Z3800430744,-83.93,16384,0.261538,NH,CN(CC1=CN=C(C)S1)C(=O)C2=CC=3SC(C)=C(C(=O)O)C3N2,auto
ZINCrD000006I8bW,Z6615022995,-83.93,16391,0.280899,NH,CN1N=CC(CNC(=O)C=CC2=CC=C(S2)C=3C=CC=CC3F)=C1C(=O)O,auto
ZINCpH000005RQLG,Z6615023000,-83.93,16406,0.278481,NH,COC=1C=CC(C(=O)N(CC=2C=CC=C(F)C2)C(C)C(=O)O)=C(Br)C1,auto
ZINClw000001oAkq,Z1496187923,-83.93,16429,0.25,NH,CCC=1C=CC(C=CC(=O)NCC2(CCC2)C(=O)O)=CC1,auto
ZINCmk000001Eksf,Z6615018453,-83.93,16436,0.35,NH,CC(C)S(=O)(=O)NC=1C=CC=C(C1)C(=O)NC(C)(C)C(=O)O,auto/manual
ZINCnE000001UaN2,Z6615158752,-83.92,16464,0.392857,HB,OC=1C=CC(Cl)=CC1S(=O)(=O)N[C@H]2C[C@@H](C2)C=3C=CC=C(F)C3,auto/manual
ZINCru000008H2wf,Z6615020462,-83.92,16469,0.260274,NH,COC=1C=CN2C(=CN=C2C1)C(=O)NCCC(CC=3C=CC=CC3)C(=O)O,auto/manual
ZINCoA000004YwqJ,Z6717636067,-83.92,16484,0.470588,146.67,CC(C)CC=1C=CC(CNS(=O)(=O)C=2C=CC=CC2C(=O)O)=CC1,auto
ZINCnz000004QoAr,Z6615020469,-83.92,16511,0.378788,NH,OC(=O)C=1SC(Cl)=CC1S(=O)(=O)NCCC2=NC(=CS2)C3CC3,auto/manual
ZINCtA000007wIuq,Z4322692338,-83.91,16532,0.307692,NH,CN1N=CC(CNC(=O)C2=CC=3C=CC=CC3N2CC=4C=CC=CC4)=C1C(=O)O,auto/manual
ZINClx000001BJEZ,Z6615020506,-83.91,16558,0.26087,NH,CCC(C)N(CC(=O)O)S(=O)(=O)C=1C=CC(Br)=C(C)C1F,manual
ZINCnL00000dyUtn,Z6615020479,-83.91,16566,0.436364,NH,CCC(CC=1C=CC=CC1Br)NS(=O)(=O)C=2C=CC=C(Cl)C2O,auto/manual
ZINCsv0000066WIy,Z6615020522,-83.9,16583,0.253165,NH,CN(C(=O)C=1C=CC(=CC1)C(=O)NCC2=NOC=C2C(=O)O)C=3C=CC=CC3,auto/manual
ZINCoo0000098f2Y,Z6722167976,-83.9,16594,0.30137,NH,CCC(NS(=O)(=O)C=1C=NN(C)C1C(=O)O)C=2C=C(F)C=CC2F,auto
ZINCoC000000RvSv,Z6615020513,-83.9,16599,0.209877,NH,OC=1C(F)=C(F)C=CC1NC(=O)C2=CN=NN2C=3C=CC=CC3Br,manual
ZINCpt000003G4Gq,Z4571672139,-83.9,16608,0.240506,NH,CCN1N=CN=C1C=2C=CC(=CC2)C(=O)NC3(CCCC3C)C(=O)O,manual
ZINCmr000000mxwx,Z3839912564,-83.9,16630,0.392857,NH,COC(=O)C1=CC(CNC(=O)C2(CCCCC2)C(=O)O)=CS1,auto
ZINCnt0000010OmQ,Z6615020518,-83.9,16633,0.33871,NH,COC(=O)C1=CC=C(O1)C(=O)NC=2C=CC=C(CCC(=O)O)C2,auto/manual
ZINCqk00000kMBFP,Z6722168256,-83.89,16646,0.301205,NH,CN1N=CC(=C1C(=O)O)S(=O)(=O)NC2(CC=3C=CC=C(Cl)C3)CCOC2,auto
ZINCsn00000gi4Gw,Z6722168502,-83.89,16648,0.253731,NH,OC(=O)C1(CNC(=O)C(=O)NC(CC2=CSC=N2)CC=3C=CC=CC3)CCC1,auto
ZINCoz000005ldQ9,Z4577432244,-83.89,16655,0.253165,NH,CC1=NC(=CS1)C2=CC(=CO2)C(=O)NCC3(CC(F)(F)C3)C(=O)O,auto
ZINCsC000005c1B1,Z6722168667,-83.88,16720,0.382353,NH,OC(=O)CCC1CCCCC1NS(=O)(=O)C=2C=NN(CC=3C=CC(Cl)=CC3)C2,auto
ZINCof000009jV0j,Z6615018460,-83.88,16728,0.213333,NH,CC=1C=C(C(=O)NCC2=NC=CN2CC(=O)O)N(CC(F)(F)F)N1,auto/manual
ZINCow000000z8M6,Z6615020529,-83.88,16733,0.2875,NH,OC=1C(Cl)=CC(F)=CC1NC(=O)CC2=CSC(=N2)N3CCOCC3,manual
ZINCtB000007j0KP,Z6615020550,-83.87,16797,0.25641,332.05,CCCOC=1C=CC(C(=O)NCC=2C=NN(C)C2C(=O)O)=C(OC3CCCC3)C1,auto/manual
ZINCkn000005TFB9,Z1203137179,-83.87,16827,0.4,229.51,CC1=NNC(=C1C(=O)O)S(=O)(=O)NCC2=CC=C(Br)S2,auto
ZINCpE0000069rny,Z6722169071,-83.85,16924,0.363636,139.74,OC=1C=C(F)C(F)=C(F)C1S(=O)(=O)NC2CCSC=3C(F)=CC=CC23,auto
ZINCqn00000kNd3x,Z6722169218,-83.85,16930,0.353846,NH,CN1N=CC(=C1C(=O)O)S(=O)(=O)N[C@@H]2CCCC[C@@H]2OC=3C=CC=CC3,auto
ZINCoz000007jdD8,Z6615020558,-83.85,16950,0.464286,20.72,CC=1C=CC(NS(=O)(=O)C=2C=CC=C(Cl)C2O)=C(C1)C=3N=CNN3,manual
ZINCse00000kC0AG,Z6615020566,-83.84,17024,0.295775,NH,CC1=NN(C)C(C(=O)O)=C1S(=O)(=O)NCC=2C=CN=C(OC3CCOCC3)C2,auto/manual
ZINCpL000007DVtA,Z6615020563,-83.84,17034,0.260274,HB,CC=1C=CC=NC1OC=2C=CC(=CC2)C(=O)NC=3N=CC(Cl)=CC3O,manual
ZINCol0000097w4g,Z6615020569,-83.83,17100,0.358209,NH,CC(NS(=O)(=O)C=1C=NN(C)C1C(=O)O)C=2C=C(F)C=C(F)C2F,auto/manual
ZINCox0000049EF3,Z4573022575,-83.82,17161,0.222222,NH,CC(C)C1=CC(C(=O)NCC2=NC=CN2CC(=O)O)=C(O1)C(C)C,manual
ZINCrp00000clUYi,Z6615020585,-83.81,17239,0.352113,NH,CC1=NN(CC=2C=CC=CC2)C(C)=C1C(=O)NCC=3C=NN(C)C3C(=O)O,auto/manual
ZINCpz000006CDhl,Z6615018467,-83.81,17251,0.285714,NH,CC=1C=CC(=CC1)C=2C=CSC2C(=O)NCC3=NC=CN3CC(=O)O,auto/manual
ZINCqm00000kQJ2R,Z4322643305,-83.8,17305,0.262295,NH,CN(C)C=1C=C(C(=O)NCC=2C=NN(C)C2C(=O)O)C=3C=CC=CC3N1,auto/manual
ZINCpq000005tFpP,Z6615020594,-83.8,17326,0.25,NH,CCOC=1C(Br)=CC(=CC1OC)C(=O)NCC2=NC=CN2CC(=O)O,auto/manual
ZINCpj00000dtfFK,Z6615026234,-83.78,17484,0.219178,NH,CCC=1N=CC=2CC(CCC2N1)C(=O)NC3C4CC5C(C4)C53C(=O)O,auto
ZINCph00000FiMLj,Z6615018469,-83.77,17522,0.448276,76.98,OC=1C(Cl)=CC=CC1S(=O)(=O)NC=2C=CC(=NC2)N3CCNC(=O)C3,manual
ZINCnt0000097uGe,Z6615018472,-83.77,17579,0.462963,189.35,OC(CNS(=O)(=O)C=1C=CC=C(Cl)C1O)C=2C=CC(F)=C(F)C2,auto/manual
ZINCmu000001aNIo,Z6615018477,-83.75,17721,0.333333,HB,COC(=O)C=1C=NN(CC(=O)NC=2C=C(Cl)C=C(Br)C2O)C1,manual
ZINCj500000ca00F,Z6615026241,-83.74,17768,0.197183,NH,O=C(NN1C=NNC1=O)C=2C=NC=C3C=NC=CC23,
ZINClt000000RMHq,Z2234686506,-83.74,17776,0.358491,NH,OC=1C=CC=C(NS(=O)(=O)C=2C=C(F)C=C(F)C2O)C1F,manual
ZINCng0000019PNH,Z6615018481,-83.74,17798,0.267606,NH,CCCN(CC(=O)O)C(=O)CC1=CC=C(S1)S(=O)(=O)NCC=C,auto/manual
ZINCm5000008WkTd,Z6615018494,-83.73,17848,0.344262,NH,OC(=O)C=1OC=CC1S(=O)(=O)NCC2=NN=C3N=CC=CN23,auto/manual
ZINCrl00000hkmH6,Z6615018496,-83.72,17879,0.328125,NH,CN1N=CC(=C1C(=O)O)S(=O)(=O)NCC(C=2C=CC(Cl)=CC2)N3C=CC=N3,auto/manual
ZINCp400000mTjzK,Z6615026247,-83.72,17898,0.20339,NH,COC1=NN(C)C=C1C(=O)N2CCN(CC2)C(=O)C=3N=C(O)N(C)N3,auto
ZINCnz000000dWJ7,Z6615026252,-83.69,18061,0.293103,NH,CS(=O)C=1C=CC=C(NC(=O)C2=CC=3SC=C(C(=O)O)C3N2)C1,auto
ZINCnw000001UI4s,Z6615018503,-83.69,18131,0.409836,NH,CCOC=1C=C(CNS(=O)(=O)C=2C=C(Cl)C=CC2O)C=CC1O,auto/manual
ZINCnq000005Qj6N,Z6615018515,-83.68,18207,0.311475,179.45,OC(=O)C=1OC=CC1S(=O)(=O)NCC2=CC=3C=C(F)C=CC3N2,auto/manual
ZINCmu000003OuGW,Z6615018518,-83.66,18353,0.269231,NH,CCN1N=CC(C(=O)NCC=2C=C(C=CC2F)C(=O)O)=C1Br,auto/manual
ZINCtD000006JNy1,Z6615018524,-83.64,18473,0.285714,NH,CCN1C=C(C(=O)O)C(NC(=O)CC=2C=CC(NC(=O)C3=CC=C(Br)O3)=CC2)=N1,auto/manual
ZINCq900000d60NH,Z6615026256,-83.63,18542,0.253731,NH,CONC(=O)CNC(=O)CC1CN2N=C(C=C2NC1=O)C=3C=CC=CC3,auto
ZINCqy000005qrxA,Z6615018535,-83.62,18626,0.259259,NH,OC(=O)C1=CON=C1CNC(=O)C=2C=CN=C3C(=CC=CC23)C(F)(F)F,auto/manual
ZINCpf00000B4qnh,Z6615377895,-83.62,18652,0.209877,NH,CC1CC(=NO1)C(=O)N2CCCC(CC2)NC(=O)C3=C(C)ON=C3O,auto
ZINCqt000005Im7t,Z6615018539,-83.61,18721,0.235294,NH,CCCC1=C(C=NN1C2CCCC2)C(=O)NCC=3C=NN(C)C3C(=O)O,auto/manual
ZINCmc000000I3fu,Z2962182198,-83.61,18777,0.210526,NH,CONC(=O)CNC(=O)C=1C(C)=NN(C2CCCCO2)C1C,auto
ZINCrx000008giEx,Z6615018546,-83.6,18819,0.256757,NH,CN1C=C(C(=O)O)C(CNC(=O)C=2C=CC(=CC2Br)C(=O)OC(C)(C)C)=N1,auto/manual
ZINCpe00000fSv0N,Z6615018542,-83.6,18836,0.245902,NH,OC(=O)C1=CON=C1CNC(=O)C=2C=CC(=O)N(N2)C=3C=CC=CC3,auto/manual
ZINCms000000LJdi,Z4008915091,-83.59,18953,0.318182,NH,OC(=O)C=1SC=CC1CNC(=O)C2CCN3C(Br)=CN=C3C2,auto/manual
ZINCnN00000dIJkh,Z6615018562,-83.59,18956,0.393443,46.89,CC=1C=C(Cl)C(O)=C(NS(=O)(=O)C=2C=C(Cl)C=C(Cl)C2O)C1F,auto/manual
ZINCqC00000ajoRK,Z6615018568,-83.58,18985,0.351351,318.62,CC(C(=O)NCC=1C=CSC1C(=O)O)N2C=C(N=N2)C=3C=CC=CC3Cl,auto/manual
ZINCoA000000rGRS,Z6615018580,-83.58,19006,0.416667,NH,COC1=NC=2C=CC(NS(=O)(=O)C=3C=C(F)C=C(F)C3O)=CC2S1,manual
ZINCps000005tvIT,Z6615018576,-83.58,19019,0.403509,NH,OC(=O)C=1C=CC=CC1S(=O)(=O)NCCC=2C=CN(N2)C3CCCC3,auto/manual
ZINCnc00000bo724,Z6615018593,-83.56,19181,0.225352,NH,CN(C)C=1N=CC(Br)=C(N1)C(=O)NCC=2C=NN(C)C2C(=O)O,auto/manual
ZINCsm00000iRqte,Z6615018598,-83.55,19203,0.294872,NH,CN1C=C(C(=O)O)C(CNC(=O)C=2N=NN(C2C(F)(F)F)C=3C=CC=CC3)=N1,auto/manual
ZINCoq000004zoOh,Z3510900271,-83.54,19289,0.373134,374.86,COC=1C=C(CNC(=O)NCC2(CCCOC2)C(=O)O)C=CC1Cl,auto
ZINCpK0000061mQW,Z2940306468,-83.54,19302,0.433333,49.19,OC=1C(Cl)=CC(Cl)=CC1S(=O)(=O)NCC=2C=CC=CC2OC(F)(F)F,auto/manual
ZINClJ000003SkgO,Z6615018606,-83.54,19320,0.327273,178.77,CC1(CC1C(=O)NC=2C=CC=C(Cl)C2O)C=3C=CC=CC3,manual
ZINCpu000003FDNv,Z6615018609,-83.51,19549,0.373134,NH,CCOC=1C=CC=C(CCNS(=O)(=O)C=2C=CC=C(F)C2C(=O)O)C1,auto/manual
ZINCob000009iZSI,Z6615018629,-83.5,19618,0.257143,NH,CN1N=CC(CNC(=O)C=2C=CC(=O)N3CCCCC23)=C1C(=O)O,auto/manual
ZINCps000005v2GC,Z6615018632,-83.5,19633,0.234568,NH,CSC1=NC=C(C(=O)NCC2=NOC=C2C(=O)O)N1C=3C=CC=CC3,auto/manual
ZINCmh000004KyWp,Z6615018637,-83.5,19663,0.242857,NH,COC=1N=CC=C(N1)C(=O)NC=2C=NC=C(CCC(=O)O)C2,auto/manual
ZINCnt000001b7Cw,Z6615018622,-83.5,19669,0.3,180.66,OC(=O)C=1OC=CC1S(=O)(=O)NC2C3CC=4C(=CC=CC4Br)C23,auto/manual
ZINCnD000001AkhO,Z3388852889,-83.49,19684,0.304348,NH,OC(=O)C=1SC=CC1CNC(=O)C2=CN=C(CCC(F)(F)F)S2,auto/manual
ZINCrq000008G9PC,Z6615018640,-83.49,19688,0.240506,NH,CC(OC=1C=CC(C(=O)NCC=2C=NN(C)C2C(=O)O)=C(C)N1)C(F)(F)F,auto/manual
ZINCop00000kXEki,Z6615122102,-83.49,19689,0.253165,61.62,OC=1C(Cl)=CC(F)=CC1NC(=O)CC=2C=CC(=NC2)C=3N=NNN3,manual
ZINCpo00000emrYa,Z928171104,-83.49,19705,0.295082,NH,CC(C)OCC=1C=CC(CNS(=O)(=O)N2CCCCC2C(=O)O)=CC1,auto
ZINCmi000001m70x,Z2504085782,-83.48,19804,0.238806,NH,CCCN(CC(=O)O)C(=O)C=1C=CC=2NC(=O)N(CC)C2C1,auto/manual
ZINCjn00000ci7wG,Z6615018672,-83.46,19942,0.354839,NH,CN1N=C(I)C=C1C(=O)NCC=2C=CSC2C(=O)O,auto/manual
ZINCn800000biK45,Z6615018661,-83.46,19962,0.328125,137.6,CN1N=CC(C2CC2)=C1CNS(=O)(=O)C=3C=NN(C)C3C(=O)O,auto/manual
ZINCjr000002EHQN,Z6615018676,-83.45,20037,0.238806,NH,BrC1=CC(CNC(=O)NNC(=O)C2=NC=CS2)=CS1,auto/manual
ZINCoE000002Rzx7,Z6615018688,-83.43,20189,0.355932,NH,CC=1C=C(C=CC1C(=O)NCC=2C=CSC2C(=O)O)N3C=CC=C3,auto/manual
ZINCpE000000evvT,Z6913529421,-83.43,20208,0.22093,NH,[Na+].CC1C(C)[C@@H]([C@@H]1C(=O)[O-])C(=O)NCCC2=NC(=CS2)C3CCCCC3,auto/manual
ZINCnI000004RIX1,Z6615026333,-83.43,20228,0.28125,NH,CN1C(C(=O)O)=C(NC(=O)CC2=CSC(Br)=C2)C=3C=CC=CC13,auto
ZINCpf00000Bi1ww,Z6615018692,-83.42,20276,0.2375,NH,OC(=O)C1CC2CC(NC(=O)C3=CN(CC=4C=CC=NC4)N=N3)C2C1,auto/manual
ZINCnk00000bq2QQ,Z6615026339,-83.42,20328,0.228571,NH,OC(=O)C1(C2CC3CC21)C3NC(=O)C4CCN5C(Br)=NC=C5C4,auto
ZINCpv000006LxJA,Z6615018698,-83.4,20458,0.256098,NH,OC(=O)CN1C=CN=C1CNC(=O)C=2C=CC(OC(F)(F)F)=CC2Br,auto/manual
ZINCmg00000bobZG,Z6615159062,-83.4,20480,0.319444,NH,COCCOC=1C=CC(CNC(=O)C2=C(C)ON=C2O)=CN1,auto/manual
ZINCnu000009AwD7,Z6615122784,-83.39,20564,0.283784,NH,CC=1ON=C(O)C1C(=O)NCC=2C=NN(C2)C=3C=CC=C(Cl)C3,auto/manual
ZINCph00000Ex4VT,Z6615018719,-83.38,20574,0.235294,NH,COC=1N=CC=C(C(=O)NC2CN(C2)C(=O)C3=C(C)ON=C3O)C1Br,auto/manual
ZINCqb00000x0PLz,Z6615026347,-83.37,20660,0.243243,NH,COC(=O)C(C)(C)CC(=O)N(C)CC(C)CNC(=O)C=1C=NN=CC1O,auto
ZINCnE000005ur0m,Z6615018727,-83.37,20719,0.393939,128.7,OC=1C(Cl)=CC(Cl)=CC1S(=O)(=O)NC2(CCC2)C=3C=CC=NC3,auto/manual
ZINCnA000000unIO,Z2027061106,-83.36,20724,0.425926,42.34,COC=1C=C(F)C(NS(=O)(=O)C=2C=C(Cl)C=CC2O)=CC1OC,manual
ZINCpl00000dupWa,Z6615018740,-83.36,20760,0.236842,NH,CC=1N=C(C=CC1C(=O)NC(CN2C=NC=N2)C(=O)O)C=3C=CSC3,auto/manual
ZINCnk000001KZeU,Z2475554159,-83.35,20888,0.35,329.83,CNC(=O)C=1C=CC=C(CNC(=O)C2(CCC=CC2)C(=O)O)C1,auto
ZINCpu000003FHHc,Z4430221917,-83.34,20940,0.22973,293.32,COC=1C=CC=CC1C(N(C)S(=O)(=O)C2=CN=C(S2)C3CC3)C(=O)O,auto/manual
ZINCps00000dvuws,Z6615018759,-83.33,21021,0.2125,NH,OC(=O)C1CCCC(C1)NC(=O)C2=CC=C(O2)C3=CN(N=N3)C4CC4,auto/manual
ZINCpE000000hbS3,Z1234887464,-83.33,21028,0.328125,HB,CC1=C(CC(=O)NC=2C=CC=C(Cl)C2O)N=NN1C=3C=CC(C)=CC3,manual
ZINCrj00000hk2l3,Z6615026359,-83.32,21080,0.216216,NH,CC(NC(=O)C=1C=CC(=CC1)N2N=NNC2=O)C3=NC=4C=CC=CC4N3C,auto
ZINCmj000001tmJz,Z3174333161,-83.32,21134,0.21519,NH,OC(=O)C1(CC=C)CCN(C1)C(=O)C2CCN3C=CN=C3C2,auto/manual
ZINCpx000000F45p,Z6615018790,-83.31,21161,0.291667,NH,COC=1C=CC=2C=C(C(=O)NCC=3OC=CC3C(=O)O)C(C)=NC2C1,auto/manual
ZINCpt0000003zGO,Z3370310527,-83.31,21195,0.3,NH,CCOC=1C=CC(=CC1)C(=O)CCC(=O)NC(C)C2=NN(C)C=C2O,auto
ZINCtC0000076i0m,Z6615018803,-83.3,21251,0.24359,NH,OC(=O)C1(C2CC3CC21)C3NC(=O)C=4C=CC(OC=5C=CC=CC5[N+](=O)[O-])=CC4,auto/manual
ZINCo9000009eD1K,Z6615018801,-83.3,21252,0.47541,32.62,OC(=O)C1CC2=NN=C(CNS(=O)(=O)C=3C=CC=C(Cl)C3O)N2C1,auto/manual
ZINCrl00000hoSzE,Z6615018811,-83.29,21327,0.25,NH,CC1=C(N=NN1CC=2C=CC(F)=CC2F)C(=O)NCC3=NOC=C3C(=O)O,auto/manual
ZINCpE000002PIYp,Z6615026374,-83.29,21354,0.232877,NH,CC1CN(CCN1C(=O)C=2C=CC(C)=CC2Cl)C(=O)C3=CC(O)=CS3,auto
ZINCpE000000hUfc,Z6615018807,-83.29,21355,0.333333,287.28,CC=1C=CC=2C(CCNS(=O)(=O)C=3C=C(Cl)SC3C(=O)O)=CNC2C1,auto/manual
ZINCsu000006av6t,Z6615018825,-83.28,21406,0.235955,NH,CC(C)C1=NOC=2N=C(C=C(C(=O)NCC3=NC=CN3CC(=O)O)C12)C4CC4,auto/manual
ZINCtw000007SRse,Z6615018816,-83.28,21407,0.211765,NH,OC(=O)CN1C=CN=C1CNC(=O)C2=NN(C=3CCCCC23)C=4C=CC=CC4Cl,auto/manual
ZINCpE0000069uQM,Z6615018837,-83.27,21490,0.219512,HB,OC=1C=NN2CCN(CC3=CSC(=N3)C4=CC=5C=CC=CC5O4)CC12,auto/manual
ZINCsD000004TVhI,Z6615018827,-83.27,21500,0.292308,NH,OC(=O)CCN(CC=1C=CC=C(Cl)C1)C(=O)C=2C=CC(=CN2)C=3C=NC=CN3,auto/manual
ZINCkq000003mui9,Z6615018841,-83.26,21607,0.222222,HB,ClC=1C=C(CNC(=O)NNC(=O)C=2C=NSN2)SC1Cl,auto/manual
ZINCnq000000aAov,Z3370310132,-83.26,21633,0.27027,NH,CC(NC(=O)CCC1=NC=2C=CC=CC2O1)C3=NN(C)C=C3O,auto
ZINCtD000006Kzvk,Z6615018846,-83.25,21665,0.246154,NH,CC1=C(C=NN1C=2C=CN=CC2)C(=O)NCC(C)(CC(=O)O)C=3C=CC(Cl)=CC3,manual
ZINCrB000003FDxX,Z6615018864,-83.23,21834,0.257143,NH,CN1N=CC(CNC(=O)C=2SC(=NC2C(F)F)C=3C=CC=CC3)=C1C(=O)O,auto/manual
ZINCkc000004zbBf,Z6615026396,-83.23,21881,0.197368,NH,CONC(=O)CNC(=O)C=1C=CC(=NC1)C2=CSC=N2,auto
ZINCrl00000hoFwg,Z4577405470,-83.22,21937,0.232877,NH,COCC1CCN(C1)C=2C=CC(=CC2)C(=O)NCC=3C=NN(C)C3C(=O)O,auto/manual
ZINCpj00000e7TxA,Z6615026403,-83.21,22007,0.296296,NH,CC(NC(=O)CCC1=NC(=NO1)C=2C=CC=NC2)C3=NN(C)C=C3O,auto
ZINCom000009aSdW,Z4577946068,-83.21,22028,0.241379,NH,OC(=O)C1(C2CC3CC21)C3NC(=O)C4=COC(=O)C=5C=CC=CC45,auto/manual
ZINCor000004UgFR,Z6615018895,-83.2,22104,0.369231,NH,CC1=NC(=NN1)C=2C=CC=C(NC(=O)NC3CCCC3C(=O)O)C2,auto/manual
ZINCpC000001xFSd,Z2897480293,-83.2,22128,0.418182,NH,OC(=O)C1(CCSCC1)C(=O)NCC=2C=CC(OC3CCCC3)=CC2,auto
ZINCpw000005S8oM,Z6615124381,-83.19,22170,0.304348,61.01,CC1=NNC(=C1C(=O)O)S(=O)(=O)NCC=2C=CC(Br)=CC2C(F)(F)F,manual
ZINCov0000047rjc,Z6615018899,-83.19,22189,0.435484,NH,COC=1C=C(C=CC1Br)C(C)NS(=O)(=O)C=2C=NC=CC2C(=O)O,auto/manual
ZINCpe00000fKuPE,Z6615026432,-83.19,22202,0.246914,NH,OC(=O)C1(CNC(=O)NC2CCCN(C2)C=3C=CC=CN3)CCOC1,auto
ZINCq500000l4Okp,Z6615408392,-83.16,22442,0.189873,NH,OC=1C=NN=CC1C(=O)N2CCN(CC2)C(=O)[C@@]34C[C@H]4CC5=CNN=C53,auto
ZINCsy000005SFSl,Z6615018915,-83.16,22452,0.358209,NH,CC(NS(=O)(=O)C=1C=NN(C)C1C(=O)O)C=2SC(=NC2C)C=3C=CC(C)=CC3,auto/manual
ZINCoD0000037O1B,Z6615018935,-83.16,22464,0.396552,NH,CC=1C=C(NS(=O)(=O)C=2C=C(F)C=C(F)C2O)C=CC1OC(F)F,manual
ZINClt000000Oq1o,Z5389129999,-83.16,22491,0.333333,297.55,CC1=CC=C(S1)C(=O)CCC(=O)NC2CCCC2C(=O)O,auto/manual
ZINCpC000004bzAe,Z6615026449,-83.15,22556,0.205479,NH,CC1CN(CCN1C(=O)C2=CC(O)=CS2)C(=O)C(=CC3=CC=CS3)C,auto
ZINCow000000oizS,Z6615018938,-83.13,22693,0.377049,NH,CN(C)C(=O)C=1C=CC(NS(=O)(=O)C=2C=C(Cl)C=CC2O)=C(F)C1,manual
ZINCjl000003rtb7,Z2910746873,-83.12,22811,0.238806,NH,CC(CNC(=O)C1=CN2C=C(C)N=C2S1)CC(=O)O,auto/manual
ZINCpG00000104Hn,Z6615026480,-83.11,22844,0.291139,NH,CC(N(C1CC1)C(=O)C2=CC=3SC=C(C(=O)O)C3N2)C=4C=CC=NC4,auto
ZINCrt000008FPbl,Z6615018951,-83.08,23128,0.30137,NH,COC=1C=C(C=CC1OC2CCCC2)C(=O)NCC=3C=NN(C)C3C(=O)O,auto/manual
ZINCpk00000kSyrK,Z6615380989,-83.07,23210,0.307692,NH,CC=1ON=C(O)C1C(=O)NCCCNC(=O)C2CC=3C=CC(F)=CC23,auto
ZINCpx000006MJ3Q,Z5389130277,-83.07,23240,0.309091,NH,OC(=O)C=1C=CC=CC1CNC(=O)C=2C=CC(=NN2)C=3C=CC=CC3,auto/manual
ZINCnw000005ROKR,Z3409753399,-83.07,23268,0.256757,NH,CN1C(C(=O)O)=C(NC(=O)CC2CCOCC2)C=3C=CC=CC13,auto
ZINCnr000000z1gP,Z6615026526,-83.07,23269,0.272727,NH,OC(C(=O)NC(CC1CCOC1)C(=O)O)C=2C=CC(Cl)=C(Br)C2,auto
ZINCoy000004ZMzS,Z4571289326,-83.06,23299,0.228571,NH,OC(=O)CC1(CNC(=O)C=2C=NC=3C(F)=CC=C(F)C3C2)CCC1,auto/manual
ZINCnb000000FGf9,Z4075127271,-83.06,23341,0.287671,NH,CC=1NN=C(C(=O)O)C1S(=O)(=O)NC(C2CC2)C3=NC=CN3C,auto/manual
ZINCpv000006JYBB,Z2437439797,-83.05,23387,0.457627,135.89,COC=1C=CC=C(CC(C)NS(=O)(=O)C2=C(C)OC(C)=C2C(=O)O)C1,auto/manual
ZINCoj00000978to,Z6615019009,-83.04,23457,0.375,NH,OC(=O)CC1CCC1NS(=O)(=O)C=2C=CC(=CC2)N3CCCC3=O,auto/manual
ZINCiJ000002qp2u,Z2014007168,-83.04,23483,0.339286,380.49,OC=1C(Cl)=CC=CC1NC(=O)CC2=CC=C(Cl)S2,manual
ZINCnr000000hXCE,Z6615019000,-83.04,23520,0.25,NH,CC(=C)CC(NC(=O)C=1C=C(ON1)C=2C=CC=C(O)C2)C(=O)O,auto/manual
ZINClF000003dH7O,Z2140871570,-83.03,23591,0.294118,HB,CCNC1=NC=C(S1)C(=O)NCC=2C=C(Cl)C=C(Cl)C2O,manual
ZINCox000000QeiP,Z1741352694,-83.02,23648,0.233766,NH,OC=1C(NC(=O)CC2=NNC=3CCCCC23)=CC(Cl)=CC1[N+](=O)[O-],auto/manual
ZINCqi00000kMc0C,Z606028070,-83.01,23724,0.309524,NH,COC=1C=C(CCNS(=O)(=O)C=2NN=CC2C(=O)O)C=CC1OC(F)F,auto/manual
ZINCni00000bpp4Y,Z6615019062,-83.01,23796,0.22973,NH,CC(C)CN1N=CC(C(=O)NCC=2C=NN(C)C2C(=O)O)=C1C,auto/manual
ZINCpx000000LfUE,Z6615019076,-83,23805,0.419355,NH,CC(NS(=O)(=O)C1=C(C)OC(C)=C1C(=O)O)C2=CC=3C=NC=CC3O2,auto/manual
