ZINC ID,compound_ID,DOCK score,Global rank,Tc to knowns,Ki (uM),SMILES,Picking method
ZINCon00000laoaS,Z6615020229,-87.21,3536,0.2,NH,OC(=O)C(NC(=O)C1COC=2C(=CC(Cl)=CC2C1)[N+](=O)[O-])C3CC3,auto/manual
ZINCol0000097AaU,Z6615156104,-87.21,3537,0.403226,NH,CN1N=CC(=C1C(=O)O)S(=O)(=O)NC[C@H](O)C=2C=C(Cl)C=C(Br)C2,auto/manual
ZINCom0000097Q4H,Z6615020237,-87.2,3557,0.274194,NH,CN1N=C(CCNC=2N=CN=CC2C(=O)O)N=C1C=3C=CC=CC3,auto/manual
ZINCor0000003qxb,Z6615020241,-87.2,3558,0.344262,NH,CC(=O)NCC=1C=CC(NS(=O)(=O)C=2C=C(F)C=C(F)C2O)=CC1,manual
ZINCkk000005qLfS,Z2899432598,-87.2,3562,0.3125,NH,COC=1C=C(CNC(CC(=O)O)C(=O)O)C=CC1SC,auto/manual
ZINCnm00000n526N,Z2774427474,-87.19,3590,0.403226,62.32,OCC1(CCCO1)C(NS(=O)(=O)C=2C=CC=C(Cl)C2O)C3CC3,auto
ZINCqr000004oNNc,Z6615156269,-87.18,3591,0.22619,NH,CC=1ON=C(O)C1C(=O)N2CC(F)(C2)C3=CN(N=N3)C=4C=CC=C(I)C4,auto/manual
ZINCpx000000txF1,Z4955983245,-87.14,3674,0.321429,NH,CC(N(CC=1C=CC=CC1)C(=O)C=2C=CC(NC(=O)C)=CC2)C(=O)O,auto
ZINCmh000007JhV8,Z2940600907,-87.14,3686,0.428571,NH,CN1C(=O)CCC(NS(=O)(=O)C=2C=C(Cl)C=C(Cl)C2O)C1=O,auto
ZINClg00000clWkF,Z4570397173,-87.13,3701,0.238095,NH,CC1=NN=C(COCC(=O)N2CC(C)(C)CC2C(=O)O)S1,auto
ZINCsi00000kM9Xk,Z6615020260,-87.12,3713,0.256757,NH,CCN(CC)S(=O)(=O)C=1C=C(C=CC1C)C(=O)NCC2=NC=CN2CC(=O)O,auto/manual
ZINCps000005trlt,Z6615017520,-87.12,3719,0.349206,118.34,CN1N=CC(=C1C(=O)O)S(=O)(=O)NCC=2C=CC=CC2SC(F)(F)F,auto/manual
ZINCjb00000chg2y,Z6615015004,-87.12,3720,0.234568,NH,CC(C)(CC(=O)NCC1=NC=CN1CC(=O)O)C#N,auto
ZINCql00000kMNvJ,Z6615020263,-87.11,3731,0.318841,167.65,CN1N=CC(=C1C(=O)O)S(=O)(=O)NCC=2C=CN(N2)C=3C=CC(Br)=CC3,auto/manual
ZINCms000000Cwy0,Z2085762139,-87.11,3743,0.219178,NH,COC(=O)N(C)NC(=O)C=1OC=CC1COC=2C=CC=CC2,auto
ZINCpL00000ezaXQ,Z6615020271,-87.1,3748,0.466667,302.15,CC(CNS(=O)(=O)C=1C=CC=C(Cl)C1O)C=2C=CC=C(C2)C(F)(F)F,auto/manual
ZINCpL00000d4pz5,Z6615020269,-87.1,3749,0.303797,NH,OC=1C(Cl)=CC(Cl)=CC1CNC(=O)C2=CNN=C2C=3C=CC=C(F)C3,manual
ZINCpn00000qUzBP,Z6615147047,-87.08,3778,0.175,NH,CN([C@H]1[C@@H]2CN(C[C@H]12)C(=O)C3=CC(O)=CS3)C(=O)C=4C=C(CF)ON4,auto
ZINCln00000knrJ5,Z4277804718,-87.07,3801,0.454545,303.74,OCC(F)(F)C(NS(=O)(=O)C=1C=CC=C(Cl)C1O)C2CC2,auto
ZINCnj00000bkDQZ,Z6615015028,-87.06,3829,0.367647,266.54,CC1=NN(C)C(C(=O)O)=C1S(=O)(=O)NC2CCC=3C=CC=CC23,auto
ZINCpx000006MNps,Z6615017522,-87.05,3845,0.262295,NH,OC(=O)C=1C=COC1CNC(=O)C2=CN=NN2C=3C(Cl)=CC=CC3Cl,auto/manual
ZINCph00000fKVyv,Z6615015063,-87.03,3891,0.315789,197.91,COC=1C=CC=C(CC2(CC2)NS(=O)(=O)C=3C=NN(C)C3C(=O)O)C1,auto
ZINCjq000004QTBo,Z2940495294,-87.03,3893,0.396552,NH,CC1COCC1NS(=O)(=O)C=2C=C(Cl)C=C(Cl)C2O,auto
ZINCn500000bie6k,Z6615015065,-87.03,3897,0.291667,NH,CC1=NOC(CC2(CC2)NS(=O)(=O)C=3C=NN(C)C3C(=O)O)=N1,auto
ZINCne0000010wLZ,Z2739403594,-87.03,3900,0.30137,NH,CC1=NNC(=C1C(=O)O)S(=O)(=O)NC(C2CCC2)C3CCOC3,auto
ZINCpJ00000btfmB,Z6615102865,-87.02,3904,0.305556,NH,OC=1C(Cl)=CC=CC1NC(=O)[C@@H]2C[C@H]2C=3C=NN(C3)C=4C=CC=CC4,manual
ZINCqr00000fif5e,Z6615147648,-87.02,3907,0.2625,NH,OC(=O)C=1C=COC1CNC(=O)[C@H]2C[C@@H](C2)N3C=C(N=N3)C4CC54CC5,auto
ZINCpE000000jqSd,Z6615017528,-87,3963,0.474576,43.53,CC=1OC(C)=C(C1C(=O)O)S(=O)(=O)NCC(F)(F)C=2C=CC(Br)=CC2,auto/manual
ZINCoH000005QgAz,Z6615015074,-86.99,3981,0.459016,NH,CCC(NS(=O)(=O)C=1C=CC=C(Cl)C1O)C=2C=C(C)C=C(OC)C2,auto
ZINCoh0000096DXy,Z6615015080,-86.98,4007,0.352941,NH,CC=1C=CC=CC1OCCCNS(=O)(=O)C=2C=NN(C)C2C(=O)O,auto
ZINCrk00000hkcd1,Z6615015085,-86.97,4030,0.297619,NH,CC=1C=CC=C(CC(NS(=O)(=O)C=2C=NN(C)C2C(=O)O)C3CCCO3)C1,auto
ZINCnA000006ryb6,Z6615015090,-86.97,4041,0.491525,442.41,CCOC1CC(NS(=O)(=O)C=2C=CC=C(Cl)C2O)C31CCCC3,auto
ZINCsv0000066w7L,Z6615017536,-86.96,4048,0.246377,NH,CN1N=CC=2C(N(CC21)S(=O)(=O)C=3C=CC(OC=4C=CC=CC4)=CC3)C(=O)O,auto/manual
ZINCpB000006BIww,Z6615015094,-86.93,4126,0.492063,80.44,CC=1C=C2CCCCC2=CC1CCNS(=O)(=O)C=3C=CSC3C(=O)O,auto
ZINCpD000001VHsu,Z1870427088,-86.9,4182,0.428571,NH,OC(=O)C1(CC1)C(=O)NC=2C=CC(Cl)=C(C2)C(=O)NC=3C=CC=CC3,auto
ZINCoB000003U6KG,Z6615015126,-86.89,4189,0.491525,47.38,CSC=1C=CC(CNS(=O)(=O)C2=C(C)OC(C)=C2C(=O)O)=CC1C,auto
ZINCqp00000kSNZa,Z4572798078,-86.88,4216,0.194805,NH,CCN1N=CN=C1C=2C=CC(=CC2)C(=O)N3CCC(CC#C)(C3)C(=O)O,auto/manual
ZINCpN00000dbQiG,Z6615017555,-86.87,4238,0.432836,133.57,OC=1C(Cl)=CC(Cl)=CC1S(=O)(=O)NCC=2C=CC(=NC2)C=3C=CSC3,auto/manual
ZINCrm00000hktCg,Z6615017550,-86.87,4242,0.30137,NH,COC=1C=CC=2NC=C(C(C)CNS(=O)(=O)C=3C=NN(C)C3C(=O)O)C2C1,auto/manual
ZINCpe00000yMEkJ,Z6615148782,-86.86,4257,0.25974,NH,COC=1C=CC(=NC1)C(=O)NCC(C)CNC(=O)C2=C(C)ON=C2O,auto
ZINCrl00000hkmH5,Z6615015135,-86.86,4262,0.310811,NH,CN1N=CC(=C1C(=O)O)S(=O)(=O)NCC(O)(C=2C=CC=CC2Cl)C(F)(F)F,auto
ZINCnH000005DVpR,Z6615017573,-86.84,4324,0.4,NH,COC=1C=C(NS(=O)(=O)C=2C=C(F)C=C(F)C2O)C(Cl)=CC1Cl,auto/manual
ZINCqk00000kMBFO,Z6615015138,-86.83,4334,0.325,NH,CN1N=CC(=C1C(=O)O)S(=O)(=O)NC2CCOC(C2)C=3C=CC=C(F)C3,auto
ZINCpf00000fKBYM,Z7044112626,-86.82,4370,0.233766,42.59,[Na+].CC1C(C)[C@@H]([C@@H]1C(=O)[O-])C(=O)NCCC2=NN=NN2C=3C=CC=CC3,auto
ZINCrj00000hmR8Q,Z6615015149,-86.81,4386,0.267606,NH,CN1N=CC(CNC(=O)CCC2=NC(CC=3C=CC=CC3)=NO2)=C1C(=O)O,auto
ZINCpc00000fKdh6,Z6615015159,-86.8,4421,0.294118,126.87,CN1N=CC(=C1C(=O)O)S(=O)(=O)NCC2(O)CCCC=3C=CC=CC32,auto
ZINCpq000008hd65,Z2773804724,-86.79,4448,0.47619,144.03,OC=1C(Cl)=CC=CC1S(=O)(=O)NCC2CCCN(C2)C=3N=CC=CN3,auto
ZINCnt000005TKnf,Z2754591209,-86.79,4459,0.265625,NH,CN1N=CC(CNC(=O)CCCSC=2C=CC=CC2)=C1C(=O)O,auto
ZINCpk00000drftI,Z6615015189,-86.78,4479,0.361111,NH,CC(C)COCC(NS(=O)(=O)C=1C=NN(C)C1C(=O)O)C2=CC=CO2,auto
ZINCox000004zwkt,Z6615017580,-86.75,4532,0.290323,NH,CN(C(=O)CSCC(=O)NC=1SC=CC1C(=O)O)C=2C=CC=CC2,auto/manual
ZINCoo000009bxW2,Z4308349025,-86.74,4555,0.323077,NH,COC=1C=C(Br)C(=CC1OC)C(=O)NCC=2C=NN(C)C2C(=O)O,auto/manual
ZINCrs000004ogT2,Z6615017589,-86.72,4612,0.484848,NH,CCOC(=O)C=1C=CC=C(CCNS(=O)(=O)C2=C(C)OC(C)=C2C(=O)O)C1,auto/manual
ZINCry000008gVI9,Z4577404938,-86.72,4613,0.24359,NH,C[C@@H](CC(=O)NCC=1C=NN(C)C1C(=O)O)C=2C=CC=C(OC(F)(F)F)C2,auto
ZINCo4000009eeyf,Z6615015233,-86.7,4658,0.359375,305.1,CN1N=CC(=C1C(=O)O)S(=O)(=O)NCCS(=O)(=O)N2CCSCC2,auto
ZINCp500000lj8px,Z6615015255,-86.67,4717,0.226667,NH,CN(CC(O)CNC(=O)C1=C(C)ON=C1O)C(=O)CN2N=CC=C2C,auto
ZINCns000000IZIr,Z2607614625,-86.67,4747,0.342857,NH,COC(C)(C(=O)O)C(=O)NCC=1C=CC(=CC1)C2=CSC(C)=N2,auto
ZINCnw00000290xU,Z6615017593,-86.66,4768,0.367647,36.74,OC(=O)C=1OC=CC1S(=O)(=O)NC2CCSC=3C(F)=CC=CC23,auto/manual
ZINCoB0000041653,Z6615017597,-86.64,4790,0.491228,44.97,OC(=O)C=1SC=CC1S(=O)(=O)NCCN2C=CC=3C(Br)=CC=CC23,auto/manual
ZINCoE000004ySZf,Z6615015262,-86.64,4800,0.444444,148.05,COC=1C=CC(=CC1)C2(CCC2)NS(=O)(=O)C=3C=CC=C(Cl)C3O,auto
ZINCnI000005Jbfy,Z6615015266,-86.64,4811,0.390625,1.92,OC=1C(Cl)=CC(Cl)=CC1S(=O)(=O)NC=2C=3OCOC3C=CC2Cl,auto
ZINCne0000010wLt,Z6615105471,-86.64,4814,0.333333,NH,CC1=NNC(=C1C(=O)O)S(=O)(=O)NCCC=2C=C(ON2)C3CC3,auto/manual
ZINCqr00000fi5Wb,Z6615015283,-86.62,4852,0.303797,NH,CC=1C=CC=C(C1)N2C=C(CCC(=O)NCC=3OC=CC3C(=O)O)N=N2,auto
ZINCoz000005jTV2,Z6615036658,-86.62,4857,0.469697,35.9,COC=1C=CC=C(Cl)C1[C@@H]2C[C@H]2NS(=O)(=O)C=3C=CSC3C(=O)O,auto
ZINCq700000pNS5c,Z6615015290,-86.6,4903,0.240741,NH,CN1N=C(N=C1O)C(=O)N2CCN(CC2)C(=O)C3=CC=CC4=NSN=C34,auto
ZINCld00000cdlh8,Z6615015292,-86.57,4997,0.363636,NH,CC1=NN(C)C(C(=O)O)=C1S(=O)(=O)NCCC2CC2(F)F,auto
ZINCoG000003UsLI,Z6615017603,-86.56,5011,0.333333,NH,OC=1C(F)=CC(F)=CC1S(=O)(=O)NC=2C=CC=C(C2F)C(F)(F)F,auto/manual
ZINCky000004t6c3,Z2774814916,-86.54,5058,0.44,56.23,OC=1C(Cl)=CC=CC1S(=O)(=O)NC2(CC(F)(F)F)CC2,auto
ZINCpu000002QTDw,Z2897378461,-86.52,5099,0.418182,NH,CC(C)C(=O)NC=1C=CC(CNC(=O)C2(CCSCC2)C(=O)O)=CC1,auto
ZINCrl00000hkmH7,Z6615017606,-86.52,5101,0.322581,NH,CN1N=CC(=C1C(=O)O)S(=O)(=O)NCC(O)(C=2C=CC(Cl)=CC2)C(F)(F)F,auto/manual
ZINCoz000005mkio,Z2940313312,-86.52,5104,0.373134,109.75,OC=1C(Cl)=CC(Cl)=CC1S(=O)(=O)NCCS(=O)C=2C=CC=CC2F,auto/manual
ZINCtA000007wIuA,Z6615017611,-86.51,5127,0.259259,NH,CN1N=CC(CNC(=O)C=2C=NC(=NC2C3CC3)C=4C=CC=CC4Cl)=C1C(=O)O,auto/manual
ZINCom000009aMml,Z6615017614,-86.51,5132,0.25,HB,CC1=CC2=NC=C(I)N2C=C1C(=O)NCC=3C=NN(C)C3C(=O)O,auto/manual
ZINCpC000007adah,Z6615015320,-86.5,5154,0.310811,139.53,CCOC(=O)C1(CC2(CCC2)C1)NS(=O)(=O)C=3C=C(Cl)C=C(Cl)C3O,auto
ZINCnk00000bkPkN,Z6615017619,-86.5,5167,0.416667,NH,CC(NS(=O)(=O)C=1C=COC1C(=O)O)C=2C=CC(=NC2)N(C)C,manual
ZINCpf00000fSz4O,Z6615109331,-86.49,5178,0.384615,NH,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)NCC2=NC=CN2CC(=O)O,auto
ZINCnr000007ZKYn,Z6615015331,-86.48,5209,0.467742,184.25,OC=1C(Cl)=CC=CC1S(=O)(=O)NCC2=CN=C(S2)N3C=CC=N3,auto
ZINCpq000005u0x0,Z6615017622,-86.47,5222,0.233766,NH,CN1C=C(C(=O)NCC2=NC=CN2CC(=O)O)C(=N1)C3=CC=C(Cl)S3,auto/manual
ZINCqg000000x9ik,Z6615015332,-86.46,5241,0.202381,NH,NC=1N=CN=C2N(CCCCC(=O)N3C(C4CCC3C4)C(=O)O)C=NC12,auto
ZINCow0000049jNO,Z4574040596,-86.45,5270,0.276316,NH,COC=1C=CC(C(=O)N(CC2=CSC(C)=N2)C(C)C(=O)O)=C(Cl)N1,auto
ZINCqc00000dzVAV,Z6615038792,-86.44,5289,0.30137,NH,CC=1ON=C(O)C1C(=O)NCC(O)CNC(=O)CCC=2C=CC=CC2F,auto
ZINCtA000007vdnV,Z6615015354,-86.43,5315,0.362319,NH,CC(NS(=O)(=O)C=1C=NN(C)C1C(=O)O)C=2C=CC(OC=3C=CC=CC3)=C(F)C2,auto
ZINCoy000004ZJPz,Z6615017628,-86.42,5353,0.269841,NH,CN1N=CC(CNC(=O)C=2C=C3C=CC=CC3=CC2I)=C1C(=O)O,auto/manual
ZINCpH000001qRYF,Z2027056896,-86.4,5399,0.344262,HB,CN1C=CN=C1SC=2C=CC(NS(=O)(=O)C=3C=C(Cl)C=CC3O)=CC2,manual
ZINCom000009aPSZ,Z6615017636,-86.39,5428,0.273973,NH,CN1N=CC(CNC(=O)C=2C=C(Cl)N=C3N=CC=CC23)=C1C(=O)O,auto/manual
ZINCoC000005A0pc,Z2940601358,-86.38,5446,0.393443,250.39,CC(NS(=O)(=O)C=1C=C(Cl)C=C(Cl)C1O)C(O)C=2C=CC=CC2F,auto
ZINCou000005M3al,Z6615017639,-86.37,5482,0.471698,257.31,OC=1C(Cl)=CC=CC1S(=O)(=O)NCC2CC(=O)NC=3C=CC=CC23,auto/manual
ZINCpu000002TSp4,Z6615017647,-86.37,5486,0.418182,NH,CS(=O)(=O)NC=1C=C(NS(=O)(=O)C=2C=C(F)C=C(F)C2O)C=CC1Cl,manual
ZINCqq000005JqLR,Z6615015366,-86.37,5490,0.243902,NH,COCC(N(C1CC1)C(=O)C2CC(=NO2)C=3C=CC=C(Cl)C3F)C(=O)O,auto
ZINCpq000007Odwh,Z6615107396,-86.33,5590,0.242857,NH,CC1=CC(C)=C(O1)C(=O)NCC(C)(C)CNC(=O)C2=C(C)ON=C2O,auto
ZINCon00000986RR,Z6615015390,-86.32,5615,0.366197,32.79,CN1N=CC(=C1C(=O)O)S(=O)(=O)NC2CCSC=3C(F)=CC=CC23,auto
ZINCns000000LyBi,Z2897416140,-86.32,5630,0.257576,45.57,CC1CC1(C(=O)O)C(=O)NCC=2C=C(Cl)C=3OCCCOC3C2,auto
ZINCod00000wdCjF,Z6615039882,-86.29,5687,0.222222,NH,CC=CCCC(=O)N1CCC(O)(CNC(=O)C2=C(C)ON=C2O)C1,auto
ZINCos000004zTlG,Z6615017673,-86.29,5689,0.214286,NH,CC(C)(C)N1N=NC(CC(=O)NC=2SC=C(C3CC3)C2C(=O)O)=N1,auto/manual
ZINCnD000007yffK,Z2275400787,-86.29,5706,0.482143,84.79,OC=1C(Cl)=CC=CC1S(=O)(=O)NC=2C=CC(=CC2)C3CCOC3,auto/manual
ZINCpt000002LRbs,Z6615015400,-86.28,5710,0.266667,NH,CCC(F)(C(=O)O)C(=O)NCC=1C=CC(NC(=O)C2=CC=CO2)=CC1,auto
ZINClF000003iSdf,Z2027054518,-86.27,5761,0.363636,NH,CC=1C=CC(NS(=O)(=O)C=2C=C(F)C=C(F)C2O)=C(Br)C1,auto/manual
ZINCoA000008cPOJ,Z6615017692,-86.25,5809,0.465517,NH,OC=1C(Cl)=CC=CC1S(=O)(=O)NCCN2C=NC=3C=C(Cl)C=CC23,auto/manual
ZINCq500000cnVa8,Z6615017697,-86.24,5825,0.218391,NH,CC1=NC(CN2N=NC(C(=O)NCC=3C=NN(C)C3C(=O)O)=C2C)=NO1,auto/manual
ZINClo00000krbIa,Z3644872724,-86.2,5945,0.45,213.88,CCOC(=O)CC1(CC1)NS(=O)(=O)C=2C=CC=C(Cl)C2O,auto
ZINCoG000003Rdm0,Z6615017716,-86.19,5960,0.393939,NH,CCC(NS(=O)(=O)C=1C=C(Cl)C=C(Cl)C1O)C(=O)C=2C=CC=CC2,auto/manual
ZINCpa00000sVMz3,Z6615150730,-86.18,5989,0.222222,NH,CC=1C=NN(CC(=O)N2CCC(CNC(=O)C3=C(C)ON=C3O)C2)C1,auto
ZINCow000000xYCK,Z2027058474,-86.18,5999,0.460317,NH,CN1C=NN=C1C=2C=CC=C(NS(=O)(=O)C=3C=C(Cl)C=CC3O)C2,manual
ZINCkv000004fXeT,Z6615015420,-86.18,6002,0.446429,55.86,OC=1C(Cl)=CC=CC1S(=O)(=O)NC(CC2CCC2)C#C,auto
ZINCni00000bko3c,Z6615107021,-86.17,6051,0.342466,NH,CC1=NNC(=C1C(=O)O)S(=O)(=O)NCCC2=NC(=CS2)C3CC3,auto/manual
ZINCrn00000ciy0l,Z6615015424,-86.15,6083,0.476923,107.54,COC=1C=CC(=CC1)C2=CSC(CNS(=O)(=O)C=3C=NN(C)C3C(=O)O)=N2,auto
ZINCoE000004BQvV,Z6615155927,-86.13,6137,0.35,NH,C[C@@H]1C[C@@]1(CNC(=O)C=2C=CC3=C(C2)OC=4C=CC=CC43)C(=O)O,auto/manual
ZINCnH000008gL5D,Z6615017736,-86.12,6179,0.465517,1.89,CC=1C=CC=2N=CC=CC2C1NS(=O)(=O)C=3C=CC=C(Cl)C3O,manual
ZINCnk00000bpPs7,Z6615015453,-86.12,6189,0.227273,NH,CCCN(CCC)C(=O)CCC(=O)NCC1=NOC=C1C(=O)O,auto
ZINCsE000004DJts,Z6615017739,-86.11,6197,0.391304,202.68,CN1N=CC(=C1C(=O)O)S(=O)(=O)NC(C=2C=CC(Cl)=CC2)C=3C=CC=C(Cl)C3,auto/manual
ZINCnz000000a6xE,Z6615017742,-86.1,6219,0.349206,NH,COC=1C=C(I)C(=CC1OC)C(=O)NCC=2C=CSC2C(=O)O,auto/manual
ZINCoh00000b2fHI,Z6615043047,-86.1,6232,0.222222,NH,CN(CCNC(=O)C1=C(C)ON=C1O)C(=O)CC=2C=CC(Cl)=CN2,auto
ZINCrw000008vgii,Z6615043549,-86.07,6324,0.318841,182.44,OC(=O)C=1OC=CC1S(=O)(=O)NC2C[C@@H]3CC(C[C@H]23)OCC=4C=CC=CC4,auto
ZINCoy000006zJzP,Z6615015488,-86.06,6357,0.451613,HB,OC=1C(Cl)=CC=CC1S(=O)(=O)NCC2CCN(C2)C=3C=CC=CC3,auto
ZINCnu000004H7pl,Z4000325340,-86.06,6376,0.344828,108.77,OC(=O)C=1OC=CC1S(=O)(=O)NCC2CC(C2)C=3C=CC=CC3,auto
ZINCrC000006Gnrm,Z6615015504,-86.05,6379,0.275362,80.61,OC(=O)C1CCCN1S(=O)(=O)C2=CC=C(S2)C=3C=CC=C(C3)N4CCCC4,auto
ZINCp500000lj7GQ,Z6615107889,-86.04,6409,0.243243,NH,CC=1ON=C(O)C1C(=O)NCC2CCN(CC2)C(=O)C3CCS3(=O)=O,auto
ZINCpe00000zfho2,Z6615108050,-86.03,6447,0.294872,NH,CC1CC(CCN1C(=O)C2=NC=CN2C)NC(=O)C3=C(C)ON=C3O,auto
ZINCpx000006KC5w,Z6615015529,-86.03,6463,0.311475,NH,CC(C)C(NS(=O)(=O)C=1C(C)=NN(C)C1C(=O)O)C=2C=CC=CC2Cl,auto
ZINCpN00000bVC5B,Z6615015540,-86.02,6493,0.287671,NH,CC1=NC(=CS1)C2=CC=C(S2)C(=O)NC(C(=O)O)C=3C=CC=CC3I,auto
ZINCpy0000012c15,Z6615015536,-86.02,6496,0.369231,331.89,OC(=O)C=1C=CSC1NC(=O)CCCNC(=O)C=2C=CC(F)=CC2F,auto
ZINCpD000001JsJn,Z6615017765,-86.01,6521,0.318182,NH,COCCC(NS(=O)(=O)C=1C=COC1C(=O)O)C=2C=CC(Cl)=C(Cl)C2,auto/manual
ZINCnn00000cvjH6,Z6615022634,-86,6564,0.323529,NH,COC(=O)C(COCC=C)NS(=O)(=O)C=1C=C(Cl)C=C(Cl)C1O,auto
ZINCkD000003h2L2,Z2940496863,-85.99,6582,0.42623,83.16,OC=1C(Cl)=CC(Cl)=CC1S(=O)(=O)NCC2=NC=C(Br)S2,auto/manual
ZINCo700000s200P,Z6615022655,-85.98,6602,0.225,NH,COC1(CCCOC1)C(=O)NCCCNC(=O)C2=C(C)ON=C2O,auto
ZINCoL00000dWJgJ,Z6615020275,-85.98,6607,0.421053,1.31,OC=1C(Cl)=CC(Cl)=CC1S(=O)(=O)NC=2C=CC(F)=C3C=NC=CC23,manual
ZINCtw000007RGRL,Z6615022674,-85.97,6654,0.30137,NH,COC=1C=C(Cl)C=CC1CC(NC(=O)C=2C=CC(=CN2)C=3C=NC=CN3)C(=O)O,auto
ZINCpP00000bU7xm,Z6615022667,-85.97,6663,0.25974,391.31,OC(=O)C1=C(NC(=O)CSC=2C=CC=3CCCC3C2)SC=C1C4CC4,auto
ZINCpR00000bUc1b,Z6615020280,-85.97,6664,0.289474,52.28,CC(C)(CC(=O)NC=1SC=C(C2CC2)C1C(=O)O)C=3C=CC(F)=CC3,manual
ZINCpN00000d9rPj,Z2940319629,-85.95,6719,0.446154,73.82,CCC1(C)OC=2C=CC(NS(=O)(=O)C=3C=C(Cl)C=C(Cl)C3O)=CC2O1,manual
ZINCqo00000kSsVi,Z6615022690,-85.93,6787,0.253521,NH,CC=1C=CC(=NN1)C=2C=CC(=CC2)C(=O)NCC=3C=NN(C)C3C(=O)O,auto/manual
ZINCq500000jP9HE,Z6615172068,-85.92,6815,0.223529,NH,CC(CN1C=CC=N1)C(=O)N2CC(O)(CNC(=O)C3=C(C)ON=C3O)C2,auto
ZINCi6000000ZYOY,Z6615183328,-85.92,6824,0.272727,302.65,OC(=O)CC(NCC=1C=NN(CC=C)C1)C(=O)O,auto
ZINCrx000008gkUc,Z6615022741,-85.91,6847,0.257576,368.44,OC(=O)C1(C2CC3CC21)C3NC(=O)CSC4=NN=C(O4)C=5C=CC(Cl)=CC5,auto
ZINCtC0000075k1x,Z6615022745,-85.91,6848,0.283784,NH,COC(=O)NC=1C=CC(C(=O)NC(CC=2C=CC(Cl)=CC2OC)C(=O)O)=C(C)C1,auto/manual
ZINCoq000006nIMj,Z2774347868,-85.91,6854,0.403226,NH,OCC1(CCC1)C(NS(=O)(=O)C=2C=CC=C(Cl)C2O)C3CCCO3,auto
ZINCof00000AdPps,Z6615022747,-85.9,6887,0.3,NH,OC(CC1=CN(N=N1)C2CCC2)C(=O)NCC=3C=CSC3C(=O)O,auto
ZINCpo00000sYyHt,Z6615022755,-85.89,6918,0.42029,140.15,CCOC(=O)C1(CC2(CNS(=O)(=O)C=3C=CC=C(Cl)C3O)C1)C(C)O2,auto
ZINCmd000000RqSw,Z6615022763,-85.89,6924,0.277778,307.7,OC(=O)C1(CNC(=O)NCC2=NC(=NN2)C3=CC=CO3)CC1,auto
ZINCoD000000YFpO,Z6615022774,-85.87,6968,0.333333,NH,CCC(CC=1C=CC=CC1)NS(=O)(=O)C2=C(C)SC(C)=C2C(=O)O,auto
ZINCpy0000013lop,Z4032170080,-85.86,7008,0.305556,NH,OC(=O)CC(NC(=O)CC1CCC(F)(F)CO1)C=2C=CC(F)=CC2F,auto
ZINCoK000006E8lc,Z6615022794,-85.85,7024,0.481481,146.39,CC(CC(C)(C)C=1C=CC=CC1)NS(=O)(=O)C=2C=CC=C(Cl)C2O,auto
ZINClh00000jqqG6,Z6615172410,-85.84,7077,0.25,NH,CCOC(=O)[C@H]1C[C@@](F)(CNC(=O)C2=C(C)ON=C2O)C1,auto
ZINCqc00000ccjbY,Z6615022810,-85.83,7096,0.243902,NH,CCONC(=O)CNC(=O)C1CC(C1)N2C=C(N=N2)C=3C=CC(N)=CC3,auto
ZINCql00000kQpj5,Z6615020286,-85.82,7132,0.256757,NH,CN1N=CC(CNC(=O)C=2C=NN(C2)C=3C=CC(F)=CC3F)=C1C(=O)O,auto/manual
ZINCpD000001LWGe,Z6615020297,-85.82,7139,0.275362,NH,COC=1C=CC=CC1C=2C=CC(CNCC3=NOC=C3C(=O)O)=CC2,auto/manual
ZINCkk000005rcGO,Z6615156853,-85.82,7141,0.253731,NH,CC(CCC(=O)O)NC(=O)/C=C/C=1C=CC(O)=C(O)C1,auto/manual
ZINCnF000007YVyr,Z6615015558,-85.82,7149,0.457627,302.04,OC=1C(Cl)=CC=CC1S(=O)(=O)NC(C2CC2)C=3C=CN=C(Cl)C3,auto
ZINCpJ00000btuG9,Z6615015564,-85.81,7159,0.419355,108.06,OC=1C(Cl)=CC=CC1S(=O)(=O)NC(C=2C=CC=C(F)C2F)C(F)(F)F,auto
ZINCnn00000bqZp5,Z6615020302,-85.81,7202,0.253521,NH,OC(=O)CN(CCC#N)C(=O)C1CC(=NO1)C=2C=CC=C(Br)C2,auto/manual
ZINCrs000004oocF,Z6615020305,-85.8,7210,0.283582,NH,CN1N=CC(=C1C(=O)O)S(=O)(=O)NC(C)(C)CC=2C=CC=3CCCCC3C2,manual
ZINCnE000005ursN,Z2940315182,-85.77,7331,0.444444,10.78,OC=1C(Cl)=CC(Cl)=CC1S(=O)(=O)NC=2C=CC=3NC(=O)SC3C2,manual
ZINCqc00000dzVHy,Z6615108275,-85.76,7339,0.3,NH,CC=1ON=C(O)C1C(=O)NCC2(O)CCN(C2)C(=O)CC=3C=CC=CC3,auto
ZINCps000005trls,Z6615020313,-85.76,7351,0.319444,NH,CN1N=CC(=C1C(=O)O)S(=O)(=O)NCC=2C=CC(=CC2Cl)C(F)(F)F,manual
ZINClK000003V7n3,Z3352409532,-85.76,7355,0.238806,NH,OC=1C(Cl)=CC(Cl)=CC1NC(=O)CC2(CCOCC2)C=C,auto
ZINCnb00000bo3ij,Z6615020311,-85.76,7366,0.240506,NH,OC(=O)C1=CON=C1CNC(=O)C=2C=C(CN3C=CC=N3)ON2,auto/manual
